InitialAngleDeg,FinalNonlinearDeg,FinalLinearDeg,AngleRMSEDeg,MaximumErrorDeg
1,2.5506213546943,2.55088045604269,9.66557007802455e-05,0.000259101348394797
3,7.64566324954078,7.65264136812808,0.00260438278297425,0.00697811858730191
6,15.2499257566454,15.3052827362562,0.0206933991590933,0.0553569796107922
10,25.2574484474717,25.5088045604269,0.0943031195943792,0.251356112955271
