time,position,positionVelocity,angle,angleVelocity,angleReference,force
4.72,-0.0585745602926255,0.00725112870012625,0.000613593221389947,-0.000989066841523196,0.000608040628701593,0.00573199418379042
4.74,-0.0584285063395113,0.00735431335068415,0.000594049520997472,-0.00096633146459753,0.000597376012774422,0.00554021323992162
4.76,-0.05828042333281,0.0074540329834745,0.000574955471686673,-0.000944078075553446,0.00058696308005694,0.00535290692781638
4.78,-0.0581303797638066,0.00755036852836724,0.000556301532676225,-0.000922297278735933,0.000576796316499209,0.00516997845723966
4.8,-0.0579784425227149,0.00764339916213174,0.000538078349521005,-0.000900979826376242,0.000566870323174974,0.00499133301330284
4.82,-0.0578246769333813,0.00773320234432886,0.000520276751161028,-0.0008801166180805,0.000557179814076755,0.00481687772077515
4.84,-0.0576691467872762,0.00781985385254904,0.000502887746981764,-0.000859698700203199,0.000547719613943825,0.00464652160881537
4.86,-0.0575119143767878,0.00790342781700426,0.000485902523888043,-0.000839717265113917,0.000538484656123096,0.00448017557613039
4.88,-0.0573530405278301,0.007983996754482,0.000469312443393606,-0.000820163650365147,0.000529469980462869,0.00431775235656799
4.9,-0.0571925846317783,0.00806163160166947,0.000453109038728206,-0.000801029337768704,0.000520670731239371,0.00415916648515025
4.92,-0.0570306046767438,0.00813640174785641,0.000437284011964008,-0.00078230595238777,0.000512082155116013,0.00400433426455085
4.94,-0.0568671572782011,0.00820837506702492,0.000421829231162926,-0.000763985261451229,0.000503699599135213,0.0038531737320226
4.96,-0.0567022977089797,0.00827761794933466,0.000406736727546365,-0.000746059173196623,0.00049551850874268,0.00370560462677606
4.98,-0.0565360799286312,0.00834419533201194,0.000391998692688749,-0.000728519735647631,0.000487534425843948,0.00356154835781481
5,-0.0563685566121853,0.00840817072965139,0.000377607475736088,-0.00071135913533174,0.000479742986893002,0.00342092797222716
5.02,-0.0561997791783052,0.0084696062639385,0.000363555580650715,-0.000694569695943375,0.000472139921012766,0.00328366812393716
5.04,-0.0560297978168541,0.00852856269280183,0.000349835663483254,-0.000678143876957505,0.000464721048147253,0.00314969504291501
5.06,-0.0558586615158852,0.00858509943900334,0.000336440529672733,-0.000662074272198428,0.000457482277245089,0.00301893650484836
5.08,-0.0556864180880638,0.0086392746181755,0.000323363131375727,-0.000646353608368203,0.000450419604474198,0.00289132180127282
5.1,-0.0555131141965356,0.00869114506631356,0.000310596564825263,-0.000630974743538894,0.000443529111467342,0.00276678171016314
5.12,-0.0553387953802499,0.00874076636673178,0.000298134067720197,-0.000615930665612588,0.000436806963598249,0.0026452484669818
5.14,-0.055163506078749,0.00878819287649192,0.000285969016645656,-0.000601214490752887,0.000430249408288013,0.00252665573618612
5.16,-0.0549872896564339,0.0088334777523125,0.00027409492452508,-0.000586819461791379,0.000423852773341478,0.00241093858318995
5.18,-0.0548101884263175,0.00887667297596735,0.000262505438104343,-0.000572738946612366,0.000417613465313271,0.00229803344677922
5.2,-0.0546322436732749,0.00891782937918175,0.000251194335468343,-0.000558966436518931,0.000411527967903161,0.00218787811197863
5.22,-0.0544534956767997,0.00895699666803448,0.000240155523590412,-0.00054549554458326,0.000405592840380418,0.00208041168336666
5.24,-0.0542739837332783,0.00899422344687419,0.000229383035914833,-0.000532320003983916,0.000399804716036811,0.001975574558836
5.26,-0.0540937461777902,0.0090295572417581,0.000218871029972699,-0.000519433666332649,0.000394160300667929,0.00187330840379602
5.28,-0.0539128204054439,0.00906304452342136,0.0002086137850313,-0.000506830499993091,0.000388656371082431,0.00177355612581433
5.3,-0.0537312428922587,0.0090947307297851,0.000198605699777176,-0.000494504588393616,0.000383289773638905,0.00167626184969331
5.32,-0.0535490492155999,0.00912466028801103,0.000188841290032929,-0.000482450128336444,0.000378057422809946,0.0015813708929781
5.34,-0.0533662740741787,0.00915287663611081,0.000179315186507861,-0.000470661428304943,0.000372956299773111,0.00148882974189133
5.36,-0.0531829513076231,0.00917942224411778,0.000170022132582441,-0.000459132906770972,0.000367983451028363,0.00139858602769167
5.38,-0.0529991139156298,0.00920433863482889,0.000160956982126592,-0.000447859090503966,0.000363135987041646,0.00131058850345048
5.4,-0.0528147940767066,0.00922766640412466,0.000152114697351746,-0.000436834612883357,0.000358411080914218,0.00122478702124332
5.42,-0.0526300231665109,0.00924944524087455,0.000143490346696584,-0.000426054212215816,0.000353805967077363,0.00114113250975038
5.44,-0.0524448317757957,0.00926971394643539,0.000135079102746351,-0.000415512730058691,0.000349317940012115,0.00105957695226285
5.46,-0.0522592497279681,0.00928851045375024,0.000126876240185612,-0.000405205109550925,0.000344944352993623,0.000980073365088385
5.48,-0.0520733060962715,0.00930587184605509,0.000118877133784283,-0.000395126393752629,0.000340682616859761,0.000902575776353241
5.5,-0.0518870292205958,0.00932183437520046,0.000111077256416754,-0.00038527172399444,0.000336530198803651,0.00082703920519322
5.52,-0.051700446723926,0.0093364334795953,0.000103472177113906,-0.000375636338237632,0.00033248462118967,0.000753419641331785
5.54,-0.0515135855284354,0.00934970380177995,9.60575591477867e-05,-0.000366215569445975,0.000328543460392635,0.000681674025036704
5.56,-0.051326471871231,0.0093616792056354,8.88291581487045e-05,-0.000357004843970151,0.000324704345659729,0.000611760227453268
5.58,-0.051139131319758,0.00937239279323546,8.17828202544887e-05,-0.000347999679945553,0.000320964957994858,0.000543637031306741
5.6,-0.0509515887868709,0.00938187692134879,7.49144802916319e-05,-0.000339195685704187,0.000317323029065029,0.00047726411197011
5.62,-0.0507638685455786,0.00939016321759733,6.8220159988032e-05,-0.000330588558201331,0.000313776340128406,0.000412602018891503
5.64,-0.0505759942434682,0.00939728259627773,6.16959662170301e-05,-0.000322174081457568,0.00031032272098369,0.000349612157375446
5.66,-0.0503879889168178,0.00940326527385236,5.53380892724326e-05,-0.000313948125016729,0.00030696004894043,0.000288256770714417
5.68,-0.0501998750044007,0.00940814078411602,4.91428011741941e-05,-0.000305906642420254,0.000303686247809949,0.000228498922663414
5.7,-0.0500116743609905,0.00941193799304493,4.31064540044284e-05,-0.000298045669698411,0.000300499286916497,0.000170302480254004
5.72,-0.0498234082705724,0.00941468511333392,3.72254782734071e-05,-0.000290361323878776,0.000297397180128314,0.000113632096941093
5.74,-0.0496350974592662,0.00941640971862805,3.14963813151964e-05,-0.000282849801512314,0.000294377984908219,5.84531960792648e-05
5.76,-0.0494467621079683,0.00941713875745462,2.5915745712578e-05,-0.000275507377217414,0.000291439801383408,4.73195472088656e-06
5.78,-0.0492584218647176,0.00941689856686141,2.04802277508917e-05,-0.000268330402242097,0.00028858077143412,-4.75647122669069e-05
5.8,-0.0490700958567914,0.00941571488576695,1.51865559004348e-05,-0.00026131530304469,0.000285799077800807,-9.84691677724707e-05
5.82,-0.0488818027025378,0.00941361286802862,1.00315293270465e-05,-0.000254458579893137,0.000283092943209524,-0.000148013067703154
5.84,-0.0486935605229487,0.009410617095234,5.01201643050298e-06,-0.000247756805483115,0.000280460629515148,-0.000196227375944576
5.86,-0.0485053869529801,0.00940675158922115,1.24953410346882e-07,-0.000241206623575132,0.000277900436862161,-0.000243142379023988
5.88,-0.0483172991526246,0.00940203982433313,-4.63265714123081e-06,-0.000234804747650674,0.000275410702862633,-0.000288787700480195
5.9,-0.0481293138177414,0.0093965047394121,-9.26374761983705e-06,-0.000228547959587519,0.00027298980179111,-0.000333192314946059
5.92,-0.047941447190649,0.00939016874953833,-1.37711867630354e-05,-0.000222433108354268,0.000270636143796085,-0.000376384561948873
5.94,-0.0477537150704855,0.00938305375751905,-1.81577809786014e-05,-0.000216457108724123,0.000268348174127742,-0.000418392159432211
5.96,-0.0475661328233416,0.0093751811651324,-2.24262756472599e-05,-0.000210616940007946,0.000266124372381681,-0.000459242217005999
5.98,-0.0473787153921715,0.00936657188413134,-2.65793564002889e-05,-0.000204909644806571,0.000263963251758303,-0.00049896124892759
6,-0.0471914773064852,0.00935724634701242,-3.06196503723758e-05,-0.000199332327782364,0.000261863358337574,-0.000537575186820132
6.02,-0.0470044326918288,0.00934722451755411,-3.4549727430109e-05,-0.000193882154449976,0.00025982327036887,-0.000575109392132067
6.04,-0.0468175952790556,0.00933652590112958,-3.83721013764887e-05,-0.000188556349986245,0.000257841597575622,-0.000611588668343027
6.06,-0.0466309784133929,0.00932516955479832,-4.20892311318392e-05,-0.000183352198059151,0.00025591698047446,-0.000647037272920089
6.08,-0.0464445950633103,0.00931317409718126,-4.5703521891502e-05,-0.000178267039675755,0.000254048089708598,-0.000681478929029188
6.1,-0.0462584578291912,0.00930055771812389,-4.92173262606883e-05,-0.000173298272049017,0.000252233625395168,-0.000714936837006604
6.12,-0.0460725789518143,0.00928733818815154,-5.26329453668676e-05,-0.000168443347483374,0.000250472316486243,-0.000747433685594288
6.14,-0.0458869703206472,0.00927353286772131,-5.59526299500656e-05,-0.000163699772278945,0.00024876292014328,-0.000778991662943797
6.16,-0.0457016434819571,0.00925915871627474,-5.91785814314429e-05,-0.000159065105654255,0.000247104221124706,-0.000809632467392822
6.18,-0.0455166096467431,0.0092442323010954,-6.23129529605229e-05,-0.000154536958687302,0.000245495031186424,-0.000839377318019333
6.2,-0.0453318796984924,0.00922876980597536,-6.5357850441434e-05,-0.000150112993274827,0.000243934188494935,-0.000868246964976246
6.22,-0.0451474642007651,0.00921278703969467,-6.83153335385282e-05,-0.000145790921109628,0.000242420557052876,-0.000896261699612205
6.24,-0.044963373404612,0.00919629944431752,-7.11874166617361e-05,-0.000141568502675745,0.000240953026136693,-0.000923441364381424
6.26,-0.0447796172558275,0.00917932210330914,-7.3976069932012e-05,-0.000137443546261326,0.000239530509746226,-0.00094980536254723
6.28,-0.0445962054020422,0.00916186974947699,-7.66832201272229e-05,-0.000133413906989022,0.000238151946065956,-0.000975372667682982
6.3,-0.0444131471996586,0.00914395677274001,-7.93107516088275e-05,-0.000129477485863689,0.000236816296937695,-0.00100016183297451
6.32,-0.0442304517206323,0.00912559722772955,-8.18605072296912e-05,-0.000125632228837227,0.000235522547344473,-0.00102419100032758
6.34,-0.0440481277591043,0.00910680484122545,-8.43342892233771e-05,-0.000121876125890356,0.000234269704905409,-0.00104747790928443
6.36,-0.0438661838378845,0.00908759301943071,-8.67338600752487e-05,-0.000118207210131114,0.000233056799381342,-0.00107003990575322
6.38,-0.0436846282147925,0.00906797485508832,-8.90609433757179e-05,-0.000114623556909889,0.000231882882191,-0.00109189395055376
6.4,-0.0435034688888571,0.00904796313444335,-9.13172246559656e-05,-0.000111123282950759,0.000230747025937491,-0.00111305662778305
6.42,-0.0433227136063782,0.00902757034405369,-9.35043522064596e-05,-0.000107704545498956,0.000229648323944923,-0.00113354415300455
6.44,-0.0431423698668539,0.00900680867745265,-9.56239378785891e-05,-0.00010436554148421,0.00022858588980492,-0.00115337238126464
6.46,-0.042962444928776,0.00898569004166649,-9.76775578697322e-05,-0.000101104506699781,0.000227558856932858,-0.00117255681493913
6.48,-0.0427829458152959,0.00896422606359002,-9.96667534920668e-05,-9.79197149969571e-05,0.000226566378133603,-0.00119111261141408
6.5,-0.0426038793197655,0.00894242809622317,-0.000101593031925433,-9.48094774947955e-05,0.000225607625176565,-0.00120905459060334
6.52,-0.042425252011154,0.00892030722477166,-0.000103457866954546,-9.17721418048954e-05,0.000224681788379876,-0.00122639724230703
6.54,-0.0422470702393435,0.0088978742726145,-0.000105262699690868,-8.88060912709757e-05,0.000223788076203503,-0.00124315473341302
6.56,-0.042069340140308,0.00887513980714118,-0.000107008939279414,-8.59097442230514e-05,0.000222925714851103,-0.00125934091494557
6.58,-0.0418920676411758,0.00885211414546144,-0.000108697963590805,-8.30815532459795e-05,0.000222093947880463,-0.00127496932896395
6.6,-0.041715258465179,0.00882880735999019,-0.000110331119898831,-8.03200044621512e-05,0.000221292035822314,-0.00129005321531356
6.62,-0.041538918136493,0.00880522928391034,-0.000111909725543821,-7.76236168281245e-05,0.000220519255807377,-0.00130460551823336
6.64,-0.0413630519849681,0.00878138951651612,-0.000113435068582088,-7.49909414449657e-05,0.000219774901201443,-0.0013186388928216
6.66,-0.0411876651507541,0.00875729742843943,-0.000114908408421721,-7.2420560882096e-05,0.000219058281248343,-0.00133216571136397
6.68,-0.0410127625888235,0.00873296216676179,-0.000116330976445,-6.99110885144076e-05,0.000218368720720622,-0.00134519806952542
6.7,-0.0408383490733917,0.00870839266001423,-0.000117703976617683,-6.74611678724577e-05,0.000217705559577773,-0.00135774779241014
6.72,-0.0406644292022396,0.00868359762306765,-0.000119028586085438,-6.50694720054985e-05,0.000217068152631863,-0.0013698264404908
6.74,-0.0404910074009387,0.00865858556191594,-0.000120305955757665,-6.27347028571556e-05,0.000216455869220405,-0.00138144531541133
6.76,-0.0403180879269821,0.00863336477835409,-0.000121537210878964,-6.04555906535163e-05,0.000215868092886299,-0.0013926154656636
6.78,-0.0401456748738225,0.00860794337455375,-0.000122723451588493,-5.82308933034587e-05,0.000215304221064739,-0.00140334769214398
6.8,-0.0399737721748203,0.00858232925753822,-0.000123865753467462,-5.60593958109564e-05,0.00021476366477689,-0.0014136525535885
6.82,-0.0398023836071024,0.00855653014355921,-0.000124965168074989,-5.39399096992035e-05,0.000214245848330225,-0.00142354037189203
6.84,-0.0396315127953351,0.00853055356237737,-0.000126022723472568,-5.18712724463251e-05,0.000213750209025368,-0.00143302123731222
6.86,-0.0394611632154118,0.00850440686144877,-0.000127039424737372,-4.9852346932483e-05,0.00021327619686931,-0.00144210501356148
6.88,-0.0392913381980585,0.00847809721001927,-0.000128016254464606,-4.78820208981692e-05,0.000212823274294861,-0.00145080134278902
6.9,-0.0391220409323579,0.00845163160312882,-0.000128954173259152,-4.59592064134882e-05,0.000212390915886202,-0.00145911965045487
6.92,-0.038953274469194,0.0084250168655276,-0.000129854120216706,-4.40828393582393e-05,0.000211978608110415,-0.00146706915009877
6.94,-0.0387850417246203,0.00839825965550603,-0.000130717013394637,-4.22518789126017e-05,0.000211585849054863,-0.00147465884800589
6.96,-0.0386173454831507,0.00837136646864031,-0.000131543750272754,-4.04653070582236e-05,0.00021121214817029,-0.00148189754777174
6.98,-0.0384501884009779,0.00834434364145548,-0.00013233520820422,-3.87221280895243e-05,0.000210857026019521,-0.00148879385476761
7,-0.0382835730091183,0.00831719735500774,-0.000133092244856783,-3.7021368135035e-05,0.00021052001403165,-0.00149535618050949
7.02,-0.0381175017164862,0.00828993363838778,-0.000133815698644544,-3.53620746885852e-05,0.000210200654261583,-0.0015015927469325
7.04,-0.0379519768128991,0.00826255837214687,-0.000134506389150451,-3.37433161501432e-05,0.000209898499154842,-0.00150751159057198
7.06,-0.0377870004720151,0.00823507729164726,-0.000135165117539706,-3.2164181376148e-05,0.000209613111317501,-0.00151312056665402
7.08,-0.0376225747542035,0.00820749599033876,-0.000135792666964277,-3.06237792391429e-05,0.000209344063291151,-0.00151842735309735
7.1,-0.0374587016093514,0.00817981992296285,-0.000136389802958703,-2.91212381965336e-05,0.000209090937332784,-0.00152343945442755
7.12,-0.0372953828796063,0.00815205440868613,-0.000136957273827361,-2.76557058683106e-05,0.000208853325199497,-0.001528164205607
7.14,-0.0371326203020573,0.00812420463416449,-0.000137495811023385,-2.62263486235436e-05,0.0002086308279379,-0.00153260877578034
7.16,-0.0369704155113549,0.00809627565653955,-0.000138006129519402,-2.48323511755104e-05,0.000208423055678145,-0.00153678017193951
7.18,-0.0368087700422723,0.00806827240636888,-0.000138488928170265,-2.34729161852606e-05,0.00020822962743245,-0.00154068524250788
7.2,-0.0366476853322084,0.00804019969049144,-0.000138944890067936,-2.21472638734815e-05,0.000208050170898052,-0.00154433068084691
7.22,-0.036487162723634,0.0080120621948296,-0.000139374682888699,-2.08546316404871e-05,0.000207884322264475,-0.00154772302868621
7.24,-0.036327203466483,0.00798386448712916,-0.00013977895923285,-1.95942736941726e-05,0.000207731726025019,-0.00155086867947838
7.26,-0.036167808720489,0.00795561101963876,-0.000140158356957036,-1.83654606857915e-05,0.000207592034792392,-0.00155377388168117
7.28,-0.0360089795574688,0.00792730613172995,-0.000140513499499383,-1.71674793533851e-05,0.000207464909118373,-0.00155644474196708
7.3,-0.035850716963555,0.00789895405245919,-0.000140844996197572,-1.59996321727376e-05,0.000207350017317455,-0.00155888722836395
7.32,-0.0356930218413765,0.00787055890307319,-0.000141153442600016,-1.48612370156768e-05,0.000207247035294342,-0.00156110717332579
7.34,-0.0355358950121906,0.00784212469945865,-0.000141439420770276,-1.37516268156049e-05,0.000207155646375242,-0.00156311027673723
7.36,-0.0353793372179664,0.00781365535453774,-0.000141703499584861,-1.26701492400962e-05,0.000207075541142866,-0.00156490210885172
7.38,-0.0352233491234202,0.00778515468061046,-0.000141946235024553,-1.16161663704296e-05,0.000207006417275056,-0.00156648811316562
7.4,-0.0350679313180055,0.00775662639164506,-0.000142168170459394,-1.05890543879192e-05,0.000206947979386958,-0.00156787360922943
7.42,-0.0349130843178569,0.00772807410551765,-0.000142369836927472,-9.58820326689557e-06,0.000206899938876663,-0.00156906379539718
7.44,-0.0347588085676905,0.00769950134620211,-0.000142551753407631,-8.61301647421859e-06,0.000206862013774257,-0.00157006375151583
7.46,-0.03460510444266,0.00767091154591139,-0.000142714427086242,-7.6629106751774e-06,0.000206833928594172,-0.00157087844155535
7.48,-0.0344519722501712,0.00764230804719128,-0.000142858353618153,-6.7373154456618e-06,0.000206815414190802,-0.00157151271618131
7.5,-0.0342994122316551,0.00761369410496771,-0.000142984017381955,-5.83567299046895e-06,0.000206806207617302,-0.00157197131527148
7.52,-0.0341474245643,0.0075850728885485,-0.000143091891729664,-4.95743786761241e-06,0.000206806051987481,-0.00157225887037626
7.54,-0.0339960093627443,0.00755644748358074,-0.000143182439230967,-4.10207671853259e-06,0.000206814696340747,-0.00157237990712561
7.56,-0.033845166680731,0.00752782089396454,-0.000143256111912121,-3.26906800407729e-06,0.000206831895510025,-0.00157233884758317
7.58,-0.0336948965127232,0.00749919604372441,-0.000143313351489633,-2.45790174613191e-06,0.000206857409992601,-0.00157214001254889
7.6,-0.033545198795484,0.00747057577883883,-0.000143354589598835,-1.66807927477409e-06,0.00020689100582378,-0.00157178762380985
7.62,-0.0333960734096191,0.00744196286902929,-0.000143380248017454,-8.9911298087762e-07,0.000206932454453371,-0.00157128580634342
7.64,-0.0332475201810848,0.00741336000950944,-0.000143390738884294,-1.50526073998893e-07,0.000206981532624863,-0.0015706385904703
7.66,-0.0330995388826607,0.00738476982269539,-0.000143386464913125,5.78147654514693e-07,0.000207038022257286,-0.00156984991396132
7.68,-0.0329521292353892,0.00735619485987784,-0.000143367819601895,1.28736406333525e-06,0.000207101710329674,-0.00156892362409713
7.7,-0.0328052909099817,0.0073276376028571,-0.00014333518743735,1.97756888796636e-06,0.000207172388768077,-0.00156786347968324
7.72,-0.0326590235281919,0.00729910046554159,-0.000143288944095173,2.64919796267998e-06,0.000207249854335067,-0.0015666731530199
7.74,-0.0325133266641589,0.00727058579551085,-0.000143229456635737,3.30267743765841e-06,0.000207333908521689,-0.00156535623182953
7.76,-0.0323681998457178,0.00724209587554362,-0.00014315708369556,3.93842399146567e-06,0.000207424357441791,-0.00156391622114067
7.78,-0.0322236425556808,0.00721363292511192,-0.000143072175674557,4.55684503891828e-06,0.000207521011728699,-0.00156235654513123
7.8,-0.0320796542330892,0.00718519910184183,-0.000142975074919191,5.15833893447401e-06,0.000207623686434162,-0.00156068054893076
7.82,-0.0319362342744358,0.00715679650294169,-0.000142866115901589,5.74329517122218e-06,0.000207732200929545,-0.00155889150038309
7.84,-0.031793382034859,0.00712842716659842,-0.000142745625394738,6.31209457557133e-06,0.000207846378809196,-0.00155699259176992
7.86,-0.03165109682931,0.00710009307334275,-0.000142613922643815,6.86510949771794e-06,0.000207966047795952,-0.00155498694149648
7.88,-0.0315093779336925,0.00707179614738396,-0.000142471319533768,7.40270399799026e-06,0.000208091039648738,-0.00155287759574036
7.9,-0.0313682245859759,0.00704353825791477,-0.000142318120753198,7.92523402916023e-06,0.000208221190072205,-0.00155066753006315
7.92,-0.031227635987283,0.00701532122038722,-0.000142154623954645,8.43304761478965e-06,0.000208356338628375,-0.00154835965098739
7.94,-0.0310876113029523,0.00698714679775999,-0.000141981119911346,8.92648502371666e-06,0.000208496328650229,-0.001545956797538
7.96,-0.0309481496635758,0.00695901670171782,-0.000141797892670538,9.40587894074597e-06,0.000208641007157221,-0.00154346174275017
7.98,-0.0308092501660123,0.0069309325938638,-0.000141605219703394,9.87155463363464e-06,0.000208790224772652,-0.00154087719514358
8,-0.0306709118743777,0.00690289608688489,-0.000141403372051651,1.03238301164459e-05,0.000208943835642881,-0.00153820580016446
8.02,-0.0305331338210118,0.0068749087456915,-0.000141192614471011,1.07630163093545e-05,0.000209101697358318,-0.00153545014159522
8.04,-0.0303959150074225,0.00684697208853151,-0.000140973205571382,1.11894171949675e-05,0.000209263670876169,-0.00153261274293331
8.06,-0.0302592544052085,0.00681908758807942,-0.000140745397954026,1.1603329971243e-05,0.000209429620444903,-0.00152969606873984
8.08,-0.0301231509569598,0.00679125667250114,-0.00014050943834569,1.20050452010857e-05,0.000209599413530369,-0.00152670252595755
8.1,-0.0299876035771377,0.0067634807264949,-0.000140265567729771,1.23948469586693e-05,0.000209772920743578,-0.00152363446520061
8.12,-0.0298526111529341,0.00673576109230896,-0.00014001402147459,1.27730129725789e-05,0.000209950015770061,-0.00152049418201506
8.14,-0.0297181725451099,0.0067080990707364,-0.000139755029458845,1.31398147658231e-05,0.000210130575300814,-0.00151728391811203
8.16,-0.0295842865888152,0.00668049592208782,-0.00013948881619428,1.34955177927964e-05,0.000210314478964755,-0.00151400586257316
8.18,-0.0294509520943891,0.00665295286714205,-0.00013921560094566,1.38403815732459e-05,0.000210501609262693,-0.00151066215302971
8.2,-0.0293181678481407,0.00662547108807572,-0.00013893559784809,1.41746598233166e-05,0.000210691851502757,-0.00150725487681527
8.22,-0.0291859326131127,0.00659805172937191,-0.000138649016021743,1.44986005837276e-05,0.000210885093737252,-0.00150378607209319
8.24,-0.0290542451298259,0.00657069589870844,-0.000138356059684061,1.48124463451486e-05,0.000211081226700923,-0.0015002577289589
8.26,-0.0289231041170069,0.00654340466782631,-0.000138056928259465,1.51164341708348e-05,0.000211280143750586,-0.00149667179051785
8.28,-0.0287925082722982,0.00651617907337855,-0.000137751816486654,1.54107958165754e-05,0.000211481740806099,-0.00149303015393965
8.3,-0.0286624562729516,0.00648902011776012,-0.00013744091452352,1.56957578480209e-05,0.000211685916292641,-0.00148933467148881
8.32,-0.0285329467765056,0.00646192876991917,-0.000137124408049753,1.59715417554402e-05,0.000211892571084278,-0.00148558715153239
8.34,-0.028403978421446,0.00643490596615,-0.000136802478367174,1.62383640659574e-05,0.000212101608448773,-0.00148178935952593
8.36,-0.0282755498278515,0.00640795261086836,-0.000136475302497844,1.64964364533417e-05,0.000212312933993631,-0.0014779430189767
8.38,-0.0281476595980234,0.00638106957736922,-0.000136143053280012,1.67459658453764e-05,0.000212526455613335,-0.00147404981238638
8.4,-0.0280203063171011,0.00635425770856755,-0.000135805899461932,1.6987154528883e-05,0.00021274208343776,-0.00147011138217242
8.42,-0.0278934885536618,0.0063275178177225,-0.000135464005793608,1.72202002524412e-05,0.000212959729781725,-0.00146612933156897
8.44,-0.0277672048603073,0.00630085068914519,-0.000135117533116505,1.7445296326851e-05,0.000213179309095673,-0.0014621052255078
8.46,-0.0276414537742354,0.00627425707889072,-0.000134766638451279,1.76626317233878e-05,0.000213400737917448,-0.00145804059148008
8.48,-0.0275162338177984,0.00624773771543447,-0.000134411475083561,1.78723911699091e-05,0.000213623934825134,-0.00145393692037852
8.5,-0.0273915434990485,0.00622129330033331,-0.000134052192647837,1.80747552448426e-05,0.000213848820390953,-0.00144979566732098
8.52,-0.0272673813122693,0.00619492450887187,-0.00013368893720948,1.826990046911e-05,0.00021407531713618,-0.0014456182524561
8.54,-0.0271437457384948,0.0061686319906942,-0.000133321851344955,1.84579993960358e-05,0.000214303349487066,-0.00144140606175053
8.56,-0.0270206352460165,0.00614241637042135,-0.000132951074220252,1.8639220699272e-05,0.000214532843731738,-0.00143716044775917
8.58,-0.0268980482908776,0.00611627824825487,-0.000132576741667579,1.88137292587965e-05,0.000214763727978058,-0.00143288273037804
8.6,-0.0267759833173554,0.00609021820056683,-0.000132198986260354,1.89816862450168e-05,0.000214995932112422,-0.0014285741975805
8.62,-0.0266544387584322,0.00606423678047648,-0.000131817937386536,1.91432492010246e-05,0.000215229387759469,-0.001424236106137
8.64,-0.0265334130362548,0.00603833451841391,-0.000131433721320329,1.92985721230375e-05,0.000215464028242692,-0.0014198696823191
8.66,-0.0264129045625827,0.00601251192267103,-0.000131046461292298,1.94478055390736e-05,0.000215699788545929,-0.00141547612258762
8.68,-0.0262929117392253,0.00598676947994005,-0.000130656277557923,1.95910965858916e-05,0.000215936605275696,-0.00141105659426554
8.7,-0.0261734329584692,0.00596110765583985,-0.00013026328746464,1.97285890842365e-05,0.000216174416624379,-0.00140661223619616
8.72,-0.0260544666034938,0.00593552689543046,-0.00012986760551739,1.98604236124311e-05,0.000216413162334229,-0.00140214415938626
8.74,-0.0259360110487779,0.00591002762371589,-0.000129469343442714,1.99867375783416e-05,0.000216652783662164,-0.00139765344763523
8.76,-0.0258180646604959,0.00588461024613564,-0.000129068610251425,2.0107665289759e-05,0.000216893223345359,-0.00139314115815027
8.78,-0.025700625796904,0.00585927514904502,-0.000128665512299889,2.02233380232328e-05,0.000217134425567594,-0.0013886083221475
8.8,-0.0255836928087175,0.00583402270018469,-0.000128260153349946,2.03338840913785e-05,0.000217376335926362,-0.00138405594544031
8.82,-0.0254672640394785,0.00580885324913952,-0.000127852634627499,2.04394289087101e-05,0.000217618901400695,-0.00137948500901406
8.84,-0.0253513378259142,0.00578376712778711,-0.000127443054879801,2.05400950560139e-05,0.000217862070319725,-0.00137489646958841
8.86,-0.0252359124982868,0.00575876465073606,-0.000127031510431473,2.06360023433075e-05,0.00021810579233193,-0.00137029126016692
8.88,-0.0251209863807351,0.00573384611575446,-0.000126618095239273,2.07272678714062e-05,0.000218350018375073,-0.00136567029057433
8.9,-0.0250065577916063,0.00570901180418852,-0.00012620290094565,2.08140060921298e-05,0.000218594700646812,-0.00136103444798223
8.92,-0.024892625043781,0.00568426198137177,-0.000125786016931107,2.08963288671829e-05,0.000218839792575959,-0.00135638459742281
8.94,-0.0247791864449889,0.00565959689702504,-0.000125367530365403,2.09743455257377e-05,0.000219085248794383,-0.00135172158229097
8.96,-0.0246662402981178,0.00563501678564722,-0.000124947526257613,2.10481629207364e-05,0.000219331025109547,-0.00134704622483573
8.98,-0.0245537849015136,0.00561052186689731,-0.000124526087505074,2.11178854839597e-05,0.00021957707847764,-0.00134235932664029
9,-0.0244418185492739,0.00558611234596764,-0.000124103294941248,2.11836152798733e-05,0.000219823366977328,-0.00133766166909165
9.02,-0.0243303395315332,0.00556178841394875,-0.000123679227382513,2.12454520582879e-05,0.000220069849784076,-0.00133295401383958
9.04,-0.0242193461347416,0.00553755024818584,-0.000123253961673924,2.13034933058531e-05,0.00022031648714505,-0.00132823710324553
9.06,-0.0241088366419364,0.00551339801262722,-0.00012282757273394,2.13578342964149e-05,0.000220563240354576,-0.00132351166082139
9.08,-0.0239988093330062,0.00548933185816481,-0.000122400133598172,2.14085681402583e-05,0.000220810071730149,-0.00131877839165865
9.1,-0.0238892624849493,0.0054653519229668,-0.000121971715462148,2.14557858322639e-05,0.000221056944588978,-0.00131403798284785
9.12,-0.0237801943721242,0.00544145833280286,-0.000121542387723125,2.14995762989977e-05,0.000221303823225049,-0.00130929110388873
9.14,-0.0236716032664951,0.00541765120136185,-0.000121112218020978,2.15400264447613e-05,0.000221550672886709,-0.00130453840709119
9.16,-0.0235634874378697,0.00539393063056235,-0.000120681272278173,2.15772211966193e-05,0.00022179745975474,-0.00129978052796752
