time,position,positionVelocity,angle,angleVelocity,force,calculationTime,predictedCost,solverIterations
6.4,0.00119337255422736,0.0547475724567072,-0.00270885878194882,-0.00277249191107852,-0.0318931606776331,0.001942,8.58938301946625,1
6.42,0.00228249207058713,0.054164510044214,-0.00276357874324984,-0.00270238325467212,-0.0324794254771277,0.001937,9.07853461299713,1
6.44,0.00335984372627944,0.053570783035673,-0.00281689611719299,-0.00263215938103805,-0.0330497839127801,0.001724,9.5787981663745,1
6.46,0.00442521713180868,0.0529666816686528,-0.00286880882733289,-0.00256184297080723,-0.0336042228805908,0.001762,10.0890132927487,1
6.48,0.00547840770471113,0.0523524964098526,-0.00291931524859291,-0.00249145650396918,-0.0341427344388521,0.001864,10.6080342542546,1
6.5,0.00651921667319484,0.0517285178608179,-0.0029684142031612,-0.00242102225054822,-0.0346653154297982,0.002119,11.1347310286054,1
6.52,0.007547451077967,0.0510950366709801,-0.00301610495629803,-0.00235056227104046,-0.0351719677597302,0.002116,11.6679903353057,1
6.54,0.00856292377226695,0.0504523434451694,-0.00306238721205651,-0.00228009840732184,-0.0356626980606833,0.001974,12.2067166210447,1
6.56,0.00956545342011474,0.049800728657667,-0.00310726110890693,-0.00220965228208985,-0.036137517770463,0.00196,12.749833003891,1
6.58,0.0105548644928246,0.0491404825646327,-0.00315072721531264,-0.00213924529457755,-0.0365964432636119,0.00181,13.2962821759641,1
6.6,0.0115309872637405,0.0484718951139132,-0.00319278652516784,-0.0020688986110208,-0.0370394954148523,0.002126,13.8450272643241,1
6.62,0.0124936578012529,0.0477952558633019,-0.00323344045315798,-0.00199863316644592,-0.0374666998173652,0.001868,14.3950526498688,1
6.64,0.0134427179601369,0.0471108538944729,-0.00327269083007732,-0.0019284696586035,-0.0378780867900659,0.001862,14.945364744088,1
6.66,0.0143780153711674,0.0464189777267055,-0.0033105398980082,-0.00185842854019174,-0.0382736909665127,0.001961,15.4949927235723,1
6.68,0.0152994034290879,0.0457199152385602,-0.00334699030544982,-0.00178853002157824,-0.0386535515532032,0.002087,16.0429892222426,1
6.7,0.0162067412789619,0.0450139535844442,-0.00338204510241038,-0.00171879406442471,-0.0390177121367614,0.001926,16.5884309812943,1
6.72,0.0170998938008927,0.0443013791148692,-0.0034157077354127,-0.0016492403793916,-0.0393662209822523,0.001911,17.1304194569208,1
6.74,0.0179787315930893,0.0435824772908148,-0.00344798204235065,-0.00157988841351844,-0.0396991300945828,0.001863,17.6680813859374,1
6.76,0.0188431309534014,0.0428575326163327,-0.00347887224735167,-0.00151075736344037,-0.0400164963117149,0.001935,18.2005693094493,1
6.78,0.0196929738592937,0.042126828549746,-0.00350838295556741,-0.00144186615499449,-0.040318380151426,0.00169,18.7270620547803,1
6.8,0.0205281479462671,0.0413906474372748,-0.00353651914787745,-0.00137323345490572,-0.0406048465880176,0.001583,19.2467651759078,1
6.82,0.0213485464848011,0.0406492704314311,-0.00356328617558279,-0.00130487765808062,-0.0408759646266716,0.001846,19.7589113527116,1
6.84,0.0221540683557459,0.0399029774176418,-0.00358868975495284,-0.00123681688565638,-0.0411318070069555,0.001982,20.2627607493746,1
6.86,0.0229446180243038,0.0391520469465781,-0.00361273596180295,-0.00116906899000882,-0.0413724507939932,0.001996,20.7576013323223,1
6.88,0.0237201055125421,0.0383967561548731,-0.003635431225982,-0.00110165154074324,-0.0415979767218104,0.002149,21.2427491481302,1
6.9,0.0244804463704462,0.0376373806985703,-0.00365678232575442,-0.00103458182813962,-0.0418084691896965,0.002003,21.7175485618671,1
6.92,0.0252255616456429,0.0368741946865651,-0.00367679638223445,-0.000967876864941116,-0.0420040167023998,0.001827,22.1813724563809,1
6.94,0.0259553778517048,0.0361074706053744,-0.00369548085370981,-0.000901553373493298,-0.0421847111643601,0.001734,22.6336223930683,1
6.96,0.026669826935088,0.0353374792575975,-0.00371284352989663,-0.000835627791728408,-0.0423506481307285,0.001736,23.0737287347132,1
6.98,0.0273688462407883,0.0345644896953946,-0.00372889252622249,-0.000770116269999413,-0.0425019267855404,0.001616,23.5011507310056,1
7,0.0280523784766708,0.0337887691543106,-0.00374363627803449,-0.000705034666738062,-0.0426386498252995,0.002012,23.9153765673864,1
7.02,0.0287203716764982,0.0330105829892859,-0.00375708353473618,-0.000640398545680757,-0.0427609232588892,0.002203,24.3159233779022,1
7.04,0.0293727791617167,0.0322301946144873,-0.00376924335390898,-0.000576223177096232,-0.0428688563329942,0.002036,24.7023372227801,1
7.06,0.0300095595020528,0.0314478654445098,-0.00378012509546156,-0.000512523539345417,-0.0429625620723399,0.001937,25.0741930314519,1
7.08,0.0306306764748282,0.030663854824953,-0.00378973841563367,-0.000449314302769863,-0.0430421560355043,0.001788,25.4310945118049,1
7.1,0.0312360990231269,0.0298784199871869,-0.00379809326102289,-0.000386609848088617,-0.04310775740813,0.001632,25.7726740264439,1
7.12,0.0318258012128452,0.0290918159817032,-0.00380519986264071,-0.000324424250936541,-0.0431594883044326,0.00168,26.0985924367791,1
7.14,0.0323997621885424,0.0283042956250083,-0.00381106872984475,-0.000262771284941266,-0.0431974737562868,0.00176,26.4085389157786,1
7.16,0.0329579661282317,0.0275161094466425,-0.00381571064431675,-0.000201664423212938,-0.0432218420479202,0.001634,26.7022307302499,1
7.18,0.0335004021970454,0.0267275056295825,-0.00381913665395325,-0.00014111682813023,-0.0432327238555317,0.001976,26.9794129935231,1
7.2,0.0340270644998743,0.0259387299673432,-0.00382135806678448,-8.11413643724116e-05,-0.0432302529985336,0.00212,27.2398583894392,1
7.22,0.0345379520330024,0.0251500258063352,-0.00382238644491502,-2.17505880610357e-05,-0.043214565924778,0.002,27.4833668685479,1
7.24,0.0350330686346881,0.0243616339981783,-0.00382223359837858,3.70432509645608e-05,-0.043185801854257,0.001892,27.7097653174553,1
7.26,0.0355124229347627,0.0235737928491233,-0.00382091157897694,9.52282130161045e-05,-0.0431441024262185,0.001715,27.91890720226,1
7.28,0.0359760283032854,0.0227867380762705,-0.00381843267412529,0.000152792664044708,-0.043089611891979,0.001741,28.1106721870404,1
7.3,0.036423902798284,0.0220007027599385,-0.00381480940071197,0.000209725278708482,-0.0430224768911884,0.001692,28.2849657283495,1
7.32,0.0368560691125862,0.0212159173003095,-0.00381005449894297,0.000266015038834432,-0.042942846550055,0.001878,28.4417186466998,1
7.34,0.037272554519763,0.0204326093720705,-0.003804180926169,0.00032165123669805,-0.0428508723403738,0.001799,28.5808866760247,1
7.36,0.0376733908191921,0.0196510038817159,-0.00379720185066869,0.0003766234761331,-0.0427467076684351,0.001964,28.7024499921131,1
7.38,0.038058614280347,0.0188713229327821,-0.00378913064551034,0.000430921663564447,-0.0426305085589647,0.002071,28.8064127210014,1
7.4,0.0384282655862551,0.01809378577765,-0.0037799808823735,0.000484536020990461,-0.0425024327656374,0.00194,28.892802428338,1
7.42,0.0387823897761663,0.0173186087866131,-0.00376976632535164,0.000537457074897435,-0.0423626402922181,0.001954,28.9616695907208,1
7.44,0.0391210361874991,0.0165460054066896,-0.00375850092480454,0.000589675662365738,-0.0422112930314924,0.001804,29.0130870500134,1
7.46,0.0394442583970328,0.0157761861273903,-0.00374619881117483,0.000641182928558554,-0.0420485547388907,0.001723,29.0471494516465,1
7.48,0.03975211416142,0.0150093584469137,-0.00373287428884286,0.00069197032538348,-0.0418745910925153,0.001694,29.0639726679162,1
7.5,0.0400446653570091,0.0142457268370808,-0.00371854182997156,0.000742029613850045,-0.0416895694812283,0.001782,29.0636932072778,1
7.52,0.0403219779190074,0.0134854927123168,-0.00370321606834659,0.000791352862170514,-0.0414936588664077,0.001819,29.0464676106388,1
7.54,0.0405841217800486,0.0127288544012422,-0.00368691179327562,0.000839932441750424,-0.0412870300229642,0.002069,29.0124718356489,1
7.56,0.0408311708081455,0.0119760071134739,-0.00366964394347797,0.000887761032155384,-0.0410698551491677,0.002119,28.961900629973,1
7.58,0.0410632027440529,0.0112271429139508,-0.00365142760096985,0.000934831616592391,-0.0408423078757423,0.00194,28.8949668945386,1
7.6,0.0412802991381151,0.0104824506969959,-0.00363227798501805,0.000981137479575205,-0.04060456343867,0.001774,28.8119010377299,1
7.62,0.0414825452865592,0.00974211615691878,-0.00361221044607066,0.00102667221155555,-0.040356798251274,0.001924,28.7129503214952,1
7.64,0.0416700301672845,0.00900632176688119,-0.00359124045970129,0.00107142970294888,-0.0400991899778873,0.001768,28.5983782003365,1
7.66,0.0418428463752123,0.00827524675623869,-0.00356938362063212,0.00111540414221302,-0.0398319177021094,0.001614,28.4684636541146,1
7.68,0.0420010900571501,0.00754906708451342,-0.00354665563672731,0.00115859002073861,-0.0395551614002088,0.001674,28.3235005156159,1
7.7,0.0421448608462365,0.00682795542555581,-0.00352307232302375,0.00120098212422404,-0.0392691023244751,0.001778,28.163796793803,1
7.72,0.0422742617959939,0.00611208114414118,-0.00349864959580334,0.00124257553714079,-0.0389739225643879,0.002049,27.9896739936563,1
7.74,0.0423893993139981,0.00540161028104376,-0.00347340346668574,0.00128336563622818,-0.0386698052166921,0.002083,27.8014664335071,1
7.76,0.0424903830952148,0.00469670553470798,-0.00344735003678281,0.00132334809081704,-0.0383569344140469,0.002003,27.5995205607358,1
7.78,0.0425773260549636,0.00399752624227684,-0.00342050549081977,0.00136251886584039,-0.0380354947183932,0.002051,27.3841942667082,1
7.8,0.0426503442616199,0.00330422837237286,-0.00339288609135519,0.00140087420893718,-0.037705671937907,0.001894,27.1558562017963,1
7.82,0.0427095568690122,0.00261696450185629,-0.00336450817300163,0.00143841066327727,-0.0373676520913122,0.001874,26.9148850913107,1
7.84,0.0427550860485558,0.00193588381270842,-0.00333538813667459,0.00147512505190806,-0.0370216222407507,0.001678,26.6616690531672,1
7.86,0.0427870569211609,0.00126113207258227,-0.0033055424438928,0.00151101448827077,-0.0366677695262396,0.001701,26.3966049180724,1
7.88,0.0428055974889393,0.00059285163411113,-0.00327498761113273,0.00154607636026118,-0.0363062819578417,0.002101,26.1200975530116,1
7.9,0.0428108385667419,-6.88185813197554e-05,-0.00324374020425234,0.00158030833923313,-0.0359373479228324,0.002121,25.8325591887871,1
7.92,0.0428029137134666,-0.000723743090265957,-0.0032118168328614,0.00161370837635265,-0.0355611560322231,0.001944,25.5344087523515,1
7.94,0.0427819591632622,-0.00137178985100203,-0.00317923414479187,0.00164627469622219,-0.0351778953424073,0.001929,25.226071204648,1
7.96,0.0427481137566123,-0.00201283027170331,-0.00314600882061363,0.0016780057987256,-0.0347877550171418,0.001722,24.9079768846526,1
7.98,0.0427015188713206,-0.00264673921211074,-0.00311215756819493,0.00170890045270767,-0.0343909245020839,0.001865,24.5805608602862,1
8,0.0426423183534283,-0.00327339498867874,-0.00307769711732104,0.00173895769646595,-0.0339875933368674,0.00174,24.2442622868514,1
8.02,0.0425706584480645,-0.00389267937613339,-0.00304264421434118,0.00176817683443781,-0.0335779510994669,0.001678,23.8995237736201,1
8.04,0.0424866877302752,-0.00450447760802128,-0.00300701561688113,0.0017965574339382,-0.0331621874869441,0.001745,23.5467907591777,1
8.06,0.0423905570358252,-0.00510867837890951,-0.00297082808858079,0.00182409932592282,-0.0327404920198049,0.002115,23.1865108961092,1
8.08,0.0422824193920126,-0.00570517384089227,-0.00293409839388645,0.00185080259875413,-0.0323130541413619,0.002046,22.8191334455853,1
8.1,0.0421624299485332,-0.00629385960211026,-0.00289684329292235,0.00187666759650379,-0.0318800631533875,0.00207,22.4451086823819,1
8.12,0.0420307459083866,-0.0068746347240878,-0.00285907953639884,0.00190169491698442,-0.0314417080259162,0.001712,22.0648873108494,1
8.14,0.0418875264588713,-0.00744740171543138,-0.0028208238605996,0.00192588540581084,-0.0309981776982866,0.00195,21.6789198923164,1
