time,position,positionVelocity,angle,angleVelocity,force,calculationTime
4.22,-0.243013609996646,-0.113786785377425,0.0178679388793385,0.00020329608318047,0.211237654089928,0.002807
4.24,-0.245250691546658,-0.109921366346838,0.0178665630829191,-0.000340947821583596,0.21045446395874,0.002633
4.26,-0.247410616817715,-0.106071131958194,0.0178545159198259,-0.000864402147043348,0.209432125091553,0.002347
4.28,-0.249493734654906,-0.10224059851905,0.0178322499448423,-0.00136336675871727,0.208207845687866,0.003251
4.3,-0.251500477037752,-0.0984335633198288,0.0178002823284642,-0.00183507681868637,0.206815093755722,0.003852
4.32,-0.253431345438051,-0.0946531784104782,0.0177591774304103,-0.00227757575871491,0.205284118652344,0.002874
4.34,-0.255286898549102,-0.0909020139680057,0.0177095317085979,-0.00268960863774684,0.203642308712006,0.002389
4.36,-0.257067741210435,-0.0871821144839858,0.0176519606108354,-0.00307053040825725,0.201951086521149,0.002255
4.38,-0.258774507255325,-0.0834943348337478,0.0175870764593426,-0.0034212988407552,0.200514286756516,0.002507
4.4,-0.260407788415923,-0.0798336097753947,0.0175153853760543,-0.0037515817794693,0.199404001235962,0.00368
4.42,-0.261968061116017,-0.0761934732046154,0.0174371804130024,-0.00407302958278527,0.198138296604156,0.003563
4.44,-0.263455766525242,-0.0725768655928342,0.0173526633982101,-0.00438311909768871,0.196737885475159,0.002463
4.46,-0.264871400612526,-0.0689863265053899,0.0172620812490359,-0.00467986217071954,0.195222169160843,0.002601
4.48,-0.266215506389786,-0.065424020759546,0.017165715787196,-0.00496175468270646,0.193608045578003,0.002304
4.5,-0.267488666909989,-0.0618917877050441,0.0170638748910304,-0.00522769371926145,0.191911071538925,0.002335
4.52,-0.268691499022829,-0.0583911677095141,0.0169568849378599,-0.0054769313232396,0.190144956111908,0.003563
4.54,-0.269824647757944,-0.0549234384281416,0.0168450842967414,-0.00570901564725068,0.188322097063065,0.003056
4.56,-0.270888781327968,-0.0514896405206676,0.0167288178218006,-0.00592374969066036,0.186452984809875,0.002452
4.58,-0.271884586761472,-0.0480906149260286,0.0166084323288233,-0.00612113418499825,0.184547990560532,0.002322
4.6,-0.272812765931903,-0.0447270051879564,0.0164842726775116,-0.00630136411024062,0.1826151907444,0.002272
4.62,-0.273674032056974,-0.0413993021771666,0.0163566785481034,-0.00646476270551547,0.180662482976913,0.002416
4.64,-0.274469106679231,-0.0381078474875256,0.0162259819094593,-0.00661177827542199,0.178696230053902,0.003301
4.66,-0.275198716978765,-0.0348528632563713,0.016092504940124,-0.00674294206230099,0.176722675561905,0.003556
4.68,-0.275863593405857,-0.0316344543379577,0.0159565583717888,-0.00685886811164485,0.174746826291084,0.002585
4.7,-0.276464467574922,-0.0284526322608868,0.0158184401574433,-0.00696022092075359,0.172772690653801,0.00257
4.72,-0.277002070590923,-0.0253073345187939,0.0156784347132259,-0.00704769038989686,0.170804411172867,0.002768
4.74,-0.277477131540531,-0.0221984217552622,0.0155368123278022,-0.00712200010965786,0.168845489621162,0.003094
4.76,-0.277890376078092,-0.0191256900591205,0.0153938286308329,-0.00718389316138005,0.166898369789124,0.004846
4.78,-0.278242525338849,-0.016088891395748,0.0152497244662235,-0.00723410581745187,0.164965659379959,0.003884
4.8,-0.278534295022372,-0.013087730197212,0.0151047259337555,-0.00727337699376913,0.163049250841141,0.002888
4.82,-0.278766394579335,-0.0101218771071041,0.0149590444990232,-0.00730243196334651,0.161150708794594,0.002941
4.84,-0.278939526597632,-0.00719097516929272,0.0148128773163505,-0.00732197733331317,0.159271597862244,0.003966
4.86,-0.279054386248341,-0.00429463962509601,0.0146664075573092,-0.00733270550761214,0.157412961125374,0.004845
4.88,-0.279111660829451,-0.00143246789151184,0.0145198048036342,-0.00733528378112161,0.155575588345528,0.003106
4.9,-0.279112029456873,0.00139595568719721,0.0143732255811942,-0.007330351132633,0.153760135173798,0.002838
4.92,-0.279056162827311,0.00419105740594723,0.0142268139249529,-0.00731851833117216,0.151967287063599,0.00344
4.94,-0.278944722997898,0.00695327495565377,0.0140807018955919,-0.00730037266601626,0.150197058916092,0.004784
4.96,-0.27877836328742,0.00968304450707249,0.0139350102081326,-0.00727646201095769,0.148449897766113,0.003711
4.98,-0.278557728220812,0.0123808093003695,0.0137898488587234,-0.00724731094352104,0.146726012229919,0.00301
5,-0.278283453432771,0.0150470151433141,0.0136453176270232,-0.00721341707273446,0.145489290356636,0.002766
5.02,-0.277956075138907,0.0176911584856498,0.0135013708158361,-0.00718883812784866,0.144218519330025,0.003887
5.04,-0.277576041308095,0.0203125678585382,0.0133578337468703,-0.00717242127763182,0.142884165048599,0.004743
5.06,-0.277143819077522,0.022909997825521,0.0132145629190943,-0.00716219998689351,0.141494765877724,0.002975
5.08,-0.276659898808342,0.0254823713388082,0.0130714512505241,-0.00715649696977964,0.140058413147926,0.00279
5.1,-0.276124790810085,0.0280287705350723,0.0129284225329994,-0.00715390050525986,0.138581097126007,0.002751
5.12,-0.27553902257111,0.030548395331762,0.0127854268279577,-0.00715319397229463,0.137070208787918,0.004522
5.14,-0.274903136133259,0.0330405904107006,0.0126424362331067,-0.0071533892054086,0.135530605912209,0.00474
